study,group,participant,item,response,word,onset,exact,acceptable,response_regex,match1,spelling,suggestion,suggestion_regex,match2,accuracy
210510_do,english,doen33,noise_36,durations,durations,dura,tions,durations,\bdurations\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_38,eardrum,eardrum,ear,drum,eardrum,\beardrum\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_39,sensitive,sensitive,sens,itive,sensitive,\bsensitive\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_49,interfere,interfere,inte,rfere,interfere,\binterfere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen33,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_02,becausw,because,bec,ause,because,\bbecausw\b,FALSE,FALSE,"c(""because"", ""causeway"")",\bbecause\b|\bcauseway\b,TRUE,TRUE
210510_do,english,doen34,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_04,whuch,which,wh,ich,which,\bwhuch\b,FALSE,FALSE,which,which,TRUE,TRUE
210510_do,english,doen34,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_16,there,there,th,ere,there,\bthere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_20,most,most,mo,st,most,\bmost\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_21,bodies,bodies,bod,ies,bodies,\bbodies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_23,oceans,oceans,oce,ans,oceans,\boceans\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_30,highways,highway,hig,hway,highway,\bhighways\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen34,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_36,durations,durations,dura,tions,durations,\bdurations\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_38,eardrums,eardrum,ear,drum,eardrum,\beardrums\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen34,noise_39,sensitive,sensitive,sens,itive,sensitive,\bsensitive\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_49,interfere,interfere,inte,rfere,interfere,\binterfere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen34,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_16,there,there,th,ere,there,\bthere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_20,most,most,mo,st,most,\bmost\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_21,bodies,bodies,bod,ies,bodies,\bbodies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_23,oceans,oceans,oce,ans,oceans,\boceans\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_36,durations,durations,dura,tions,durations,\bdurations\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_38,eardrums,eardrum,ear,drum,eardrum,\beardrums\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen35,noise_39,sensory,sensitive,sens,itive,sensitive,\bsensory\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen35,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen35,noise_49,interrupt,interfere,inte,rfere,interfere,\binterrupt\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen35,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_16,these,there,th,ere,there,\bthese\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen36,algae_17,mainly,many,ma,ny,many,\bmainly\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen36,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_20,most,most,mo,st,most,\bmost\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_21,bodies,bodies,bod,ies,bodies,\bbodies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_23,oceans,oceans,oce,ans,oceans,\boceans\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_31,airport,airplane,airp,lane,airplane,\bairport\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen36,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen36,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_38,eardrum,eardrum,ear,drum,eardrum,\beardrum\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_39,sensing,sensitive,sens,itive,sensitive,\bsensing\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen36,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen36,noise_49,inteferes,interfere,inte,rfere,interfere,\binteferes\b,FALSE,FALSE,"c(""interferes"", ""interfere"", ""interests"", ""interest"", ""interfiles"")",\binterferes\b|\binterfere\b|\binterests\b|\binterest\b|\binterfiles\b,TRUE,TRUE
210510_do,english,doen36,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_16,there,there,th,ere,there,\bthere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_20,most,most,mo,st,most,\bmost\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_21,bodies,bodies,bod,ies,bodies,\bbodies\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_23,oceeans,oceans,oce,ans,oceans,\boceeans\b,FALSE,FALSE,"c(""oceans"", ""ocean"")",\boceans\b|\bocean\b,TRUE,TRUE
210510_do,english,doen37,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_27,industry,industrial,indus,trial,industrial,\bindustry\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen37,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_31,airport,airplane,airp,lane,airplane,\bairport\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_do,english,doen37,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_36,durations,durations,dura,tions,durations,\bdurations\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_38,eardrum,eardrum,ear,drum,eardrum,\beardrum\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_39,sensitive,sensitive,sens,itive,sensitive,\bsensitive\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_49,interfere,interfere,inte,rfere,interfere,\binterfere\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen37,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_do,english,doen38,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
